STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ABW,Aruba,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,3.548819629,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,3.395670538,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AIA,Anguilla,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,3.383645893,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,5.986479483,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,61.82634407,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ASM,American Samoa,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,0.998440795,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ATG,Antigua and Barbuda,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,0.997746539,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUS,Australia,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,333.428728,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,0.997746527,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BES,Bonaire (Neth.),UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,9.610842995,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,412.7619348,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLM,Saint-Barth̩lemy (Fr.),UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,0.997746564,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,2.99323974,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BMU,Bermuda,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,26.39813358,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,233.1652549,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,6.379704789,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,204.2804331,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,86.85811169,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,0.997746572,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,9.977465768,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COK,Cook Islands,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,2.38260127,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,56.14775572,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,34.31512902,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,8.979719109,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,56.2779853,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUW,Curacao,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,4.988732891,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYM,Cayman Islands,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,1.995493133,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,0.998101947,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,7.365165043,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,2.99365873,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,20.07010869,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,2.529038564,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,52.62783471,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ERI,Eritrea,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,2.745785794,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ESP,Spain,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,1469.083605,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,2.99323972,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,239.896193,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRO,Faroe Islands,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,287.5492633,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FSM,"Micronesia, Fed. Sts.",UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,1.995493171,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GBR,United Kingdom,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,352.9752526,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,7.615531612,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIN,Guinea,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,0.998146568,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GLP,Guadeloupe,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,9.19477485,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNB,Guinea-Bissau,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,0.997746561,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNQ,Equatorial Guinea,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,4.397603406,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,17.06006455,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRD,Grenada,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,14.96507777,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRL,Greenland,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,18.33193506,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,0.997746564,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUF,French Guiana,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,5.986479331,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUY,Guyana,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,15.45536407,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HMD,Heard Island and McDonald Islands,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,1.995493141,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,12.38444052,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,72.38288844,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HTI,Haiti,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,3.990986265,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDN,Indonesia,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,144.2551616,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IND,India,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,10.97521226,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,474.3743942,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,528.3611015,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,166.1289895,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JAM,Jamaica,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,19.59946347,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JPN,Japan,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,95.20046178,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KEN,Kenya,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,3.990986319,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KIR,Kiribati,UNEP_OPH_CWC,Cold-Water Corals,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_AREA,Area: Total Area,_Z,Not Applicable,_Z,Not Applicable,2023,1.99549316,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
