STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRI,Puerto Rico,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,1017.7401224231,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRK,"Korea, Dem. People's Rep.",UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,4098.92734307612,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRT,Portugal,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,3055.67675443241,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PSE,West Bank and Gaza,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,38.3377882100583,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PYF,French Polynesia,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,14476.5031412668,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,QAT,Qatar,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,903.835789458684,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,REU,Reunion,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,215.317293044228,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ROU,Romania,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,418.819715188821,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RUS,Russian Federation,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,242582.133330935,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SAU,Saudi Arabia,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,6991.09895985166,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SDN,Sudan,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,1438.0583303248,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SEN,Senegal,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,4095.58813008181,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SGP,Singapore,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,485.684432987126,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SGS,South Georgia and the South Sandwich Islands,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,1488.92835551652,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SHN,"Saint Helena, Ascension and Tristan da Cunha (UK)",UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,218.871208932418,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SJM,Svalbard,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,8542.94482654175,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLB,Solomon Islands,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,9758.29128195567,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLE,Sierra Leone,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,2276.75527691923,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,767.263124070043,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SOM,Somalia,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,3720.66624320059,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SPM,Saint-Pierre-et-Miquelon (Fr.),UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,182.804422913431,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,STP,Sao Tome and Principe,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,265.998253133533,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SUR,Suriname,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,1250.89677270097,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVN,Slovenia,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,46.6647411501973,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWE,Sweden,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,23099.4861910245,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SXM,Sint Maarten (Dutch part),UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,29.3101103763941,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SYC,Seychelles,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,762.619501940772,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SYR,Syrian Arab Republic,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,213.7015488661,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCA,Turks and Caicos Islands,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,801.56204862849,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TGO,Togo,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,57.5681175179602,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,THA,Thailand,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,8815.71300755695,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TKL,Tokelau (NZ),UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,137.828877470597,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TKM,Turkmenistan,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,1643.45707194602,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TLS,Timor-Leste,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,784.271786814486,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TON,Tonga,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,855.42294663978,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TTO,Trinidad and Tobago,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,692.980765096849,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUN,Tunisia,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,1950.65118029227,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUR,Turkiye,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,7857.96592217332,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUV,Tuvalu,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,245.876251246892,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TWN,"Taiwan, China",UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,2380.04297044105,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TZA,Tanzania,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,3911.13523718508,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UKR,Ukraine,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,4969.13982696616,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UMI,United States Minor Outlying Islands,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,208.569656743173,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,URY,Uruguay,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,1660.47004549625,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,USA,United States,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,158095.958705677,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VCT,St. Vincent and the Grenadines,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,306.304661723734,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VEN,"Venezuela, RB",UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,11992.676060775,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VGB,British Virgin Islands,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,328.875116838527,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VIR,Virgin Islands (U.S.),UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,364.342620623377,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VNM,Viet Nam,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,15006.3356871535,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VUT,Vanuatu,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,3049.69943579994,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,WLF,Wallis-et-Futuna (Fr.),UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,302.31477979448,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,WSM,Samoa,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,449.302732232574,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,YEM,"Yemen, Rep.",UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,3382.93586944708,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZAF,South Africa,UNEP_OPH_MAR_CST_HAB,Marine and Coastal Habitats,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,KM2,Square kilometers,UNEP_OPH_TOT_CST_LTH,Coverage: Total Coverage,UNEP_OPH_BFR_30,Buffer: 30km,_Z,Not Applicable,2023,4481.25043521772,UNEP_OPH,Ocean+ Habitats,0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
