country,year,pct_at_risk,status
Colombia,2011,33.0,Normal value
Colombia,2012,25.0,Normal value
Colombia,2013,33.0,Normal value
Colombia,2014,33.0,Normal value
Colombia,2015,33.0,Normal value
Colombia,2016,33.0,Normal value
Colombia,2017,33.0,Normal value
Colombia,2018,26.0,Normal value
Colombia,2019,26.0,Normal value
Colombia,2020,26.0,Normal value
Colombia,2021,26.0,Normal value
Colombia,2022,26.0,Normal value
Colombia,2023,26.0,Normal value
Malawi,2016,0.0,Normal value
Malawi,2017,0.0,Normal value
Malawi,2018,0.0,Normal value
Malawi,2019,0.0,Normal value
Malawi,2020,0.0,Normal value
Malawi,2021,0.0,Normal value
Malawi,2022,0.0,Normal value
Malaysia,2000,42.0,Normal value
Malaysia,2001,42.0,Normal value
Malaysia,2002,42.0,Normal value
Malaysia,2003,45.0,Normal value
Malaysia,2004,45.0,Normal value
Malaysia,2005,45.0,Normal value
Malaysia,2006,50.0,Normal value
Malaysia,2007,50.0,Normal value
Malaysia,2008,55.0,Normal value
Malaysia,2009,55.0,Normal value
Malaysia,2010,62.0,Normal value
Malaysia,2011,62.0,Normal value
Colombia,2024,29.0,Normal value
Colombia,2025,29.0,Normal value
Comoros,2003,0.0,Normal value
Comoros,2004,0.0,Normal value
Comoros,2005,0.0,Normal value
Comoros,2006,0.0,Normal value
Comoros,2007,0.0,Normal value
Malaysia,2012,62.0,Normal value
Malaysia,2013,62.0,Normal value
Malaysia,2014,62.0,Normal value
Malaysia,2015,58.0,Normal value
Malaysia,2016,67.0,Normal value
Malaysia,2017,64.0,Normal value
Malaysia,2018,50.0,Normal value
Malaysia,2019,56.0,Normal value
Malaysia,2020,43.0,Normal value
Malaysia,2021,43.0,Normal value
Malaysia,2022,43.0,Normal value
Malaysia,2023,43.0,Normal value
Malaysia,2024,43.0,Normal value
Malaysia,2025,43.0,Normal value
Maldives,2000,0.0,Normal value
Maldives,2001,0.0,Normal value
Maldives,2002,0.0,Normal value
Maldives,2003,0.0,Normal value
Comoros,2008,0.0,Normal value
Comoros,2009,0.0,Normal value
Comoros,2010,0.0,Normal value
Comoros,2011,0.0,Normal value
Comoros,2012,0.0,Normal value
Cook Islands,2000,50.0,Normal value
Cook Islands,2001,50.0,Normal value
Cook Islands,2002,50.0,Normal value
Cook Islands,2003,50.0,Normal value
Croatia,2000,78.0,Normal value
Croatia,2001,78.0,Normal value
Croatia,2002,78.0,Normal value
Croatia,2003,82.0,Normal value
Croatia,2004,71.0,Normal value
Croatia,2005,60.0,Normal value
Croatia,2006,64.0,Normal value
Croatia,2007,64.0,Normal value
Croatia,2008,76.0,Normal value
Croatia,2009,72.0,Normal value
Croatia,2010,72.0,Normal value
Croatia,2011,72.0,Normal value
Croatia,2012,72.0,Normal value
Croatia,2013,73.0,Normal value
Croatia,2014,73.0,Normal value
Croatia,2015,76.0,Normal value
Croatia,2016,81.0,Normal value
Croatia,2017,81.0,Normal value
Croatia,2018,78.0,Normal value
Croatia,2019,79.0,Normal value
Mali,2000,17.0,Normal value
Mali,2001,17.0,Normal value
Mali,2015,0.0,Normal value
Mali,2016,0.0,Normal value
Mali,2017,0.0,Normal value
Mali,2018,0.0,Normal value
Mali,2019,0.0,Normal value
Mali,2020,0.0,Normal value
Mali,2021,0.0,Normal value
Mali,2022,0.0,Normal value
Mali,2023,0.0,Normal value
Mali,2024,0.0,Normal value
Malta,2000,100.0,Normal value
Malta,2001,100.0,Normal value
Malta,2002,100.0,Normal value
Malta,2003,100.0,Normal value
Malta,2004,100.0,Normal value
Malta,2005,100.0,Normal value
Malta,2006,100.0,Normal value
Malta,2007,100.0,Normal value
Malta,2008,100.0,Normal value
Croatia,2020,77.0,Normal value
Croatia,2021,77.0,Normal value
Croatia,2022,77.0,Normal value
Croatia,2023,80.0,Normal value
Croatia,2024,80.0,Normal value
Croatia,2025,80.0,Normal value
Cuba,2000,43.0,Normal value
Cuba,2001,43.0,Normal value
Cuba,2002,43.0,Normal value
Cyprus,2000,55.0,Normal value
Malta,2023,100.0,Normal value
Malta,2024,100.0,Normal value
Malta,2025,100.0,Normal value
Mauritania,2000,0.0,Normal value
Mauritania,2001,0.0,Normal value
Cyprus,2001,55.0,Normal value
Cyprus,2002,55.0,Normal value
Cyprus,2003,100.0,Normal value
Cyprus,2004,42.0,Normal value
Cyprus,2005,38.0,Normal value
Cyprus,2006,46.0,Normal value
Cyprus,2007,46.0,Normal value
Cyprus,2008,46.0,Normal value
Cyprus,2009,46.0,Normal value
Cyprus,2010,46.0,Normal value
Cyprus,2011,46.0,Normal value
Cyprus,2012,46.0,Normal value
Cyprus,2013,42.0,Normal value
Cyprus,2014,80.0,Normal value
Cyprus,2015,80.0,Normal value
Cyprus,2016,67.0,Normal value
Cyprus,2017,50.0,Normal value
Cyprus,2018,100.0,Normal value
Cyprus,2019,100.0,Normal value
Cyprus,2020,100.0,Normal value
Cyprus,2021,100.0,Normal value
Cyprus,2022,100.0,Normal value
Cyprus,2023,100.0,Normal value
Cyprus,2024,100.0,Normal value
Cyprus,2025,100.0,Normal value
Mauritania,2020,0.0,Normal value
Mauritania,2021,0.0,Normal value
Mauritania,2022,0.0,Normal value
Mauritania,2023,0.0,Normal value
Mauritania,2024,0.0,Normal value
Mauritania,2025,0.0,Normal value
Mauritius,2000,100.0,Normal value
Mauritius,2001,100.0,Normal value
Mauritius,2002,100.0,Normal value
Mauritius,2003,100.0,Normal value
Mauritius,2004,100.0,Normal value
Mauritius,2005,100.0,Normal value
Mauritius,2006,100.0,Normal value
Mauritius,2007,100.0,Normal value
Mauritius,2008,100.0,Normal value
Mauritius,2009,100.0,Normal value
Mauritius,2010,100.0,Normal value
Mauritius,2011,100.0,Normal value
Czechia,2000,80.0,Normal value
Czechia,2001,80.0,Normal value
Czechia,2002,80.0,Normal value
Czechia,2003,94.0,Normal value
Czechia,2004,80.0,Normal value
Czechia,2005,84.0,Normal value
Czechia,2006,84.0,Normal value
Czechia,2007,81.0,Normal value
Czechia,2008,85.0,Normal value
Czechia,2009,85.0,Normal value
Czechia,2010,85.0,Normal value
Czechia,2011,81.0,Normal value
Czechia,2012,81.0,Normal value
Czechia,2013,84.0,Normal value
Czechia,2014,84.0,Normal value
Czechia,2015,84.0,Normal value
Czechia,2016,84.0,Normal value
Czechia,2017,85.0,Normal value
Czechia,2018,85.0,Normal value
Czechia,2019,85.0,Normal value
Czechia,2020,89.0,Normal value
Czechia,2021,93.0,Normal value
Czechia,2022,95.0,Normal value
Czechia,2023,95.0,Normal value
Czechia,2024,95.0,Normal value
Czechia,2025,95.0,Normal value
Benin,2000,0.0,Normal value
Benin,2001,0.0,Normal value
Benin,2003,0.0,Normal value
Benin,2004,0.0,Normal value
Benin,2005,0.0,Normal value
Benin,2006,0.0,Normal value
Benin,2007,0.0,Normal value
Benin,2008,0.0,Normal value
Benin,2009,0.0,Normal value
Benin,2010,0.0,Normal value
Benin,2011,0.0,Normal value
Benin,2012,0.0,Normal value
Mauritius,2012,100.0,Normal value
Mauritius,2013,100.0,Normal value
Mauritius,2014,100.0,Normal value
Mauritius,2015,100.0,Normal value
Mauritius,2016,100.0,Normal value
Mauritius,2017,100.0,Normal value
Mauritius,2018,100.0,Normal value
Mauritius,2019,100.0,Normal value
Mauritius,2020,100.0,Normal value
Mauritius,2021,100.0,Normal value
Syrian Arab Republic,2002,50.0,Normal value
Syrian Arab Republic,2003,33.0,Normal value
Syrian Arab Republic,2004,33.0,Normal value
Syrian Arab Republic,2005,0.0,Normal value
Syrian Arab Republic,2006,0.0,Normal value
Syrian Arab Republic,2007,0.0,Normal value
Syrian Arab Republic,2008,0.0,Normal value
Syrian Arab Republic,2009,0.0,Normal value
Syrian Arab Republic,2010,0.0,Normal value
Syrian Arab Republic,2011,0.0,Normal value
Syrian Arab Republic,2012,0.0,Normal value
Mauritius,2022,100.0,Normal value
Mauritius,2023,100.0,Normal value
Mauritius,2024,100.0,Normal value
Mauritius,2025,100.0,Normal value
Mexico,2000,50.0,Normal value
Mexico,2001,100.0,Normal value
Mexico,2002,67.0,Normal value
Mexico,2003,60.0,Normal value
Mexico,2004,60.0,Normal value
Mexico,2005,60.0,Normal value
Tajikistan,2003,0.0,Normal value
Tajikistan,2004,0.0,Normal value
Tajikistan,2005,0.0,Normal value
Tajikistan,2006,0.0,Normal value
Tajikistan,2007,0.0,Normal value
Tajikistan,2008,0.0,Normal value
Tajikistan,2009,0.0,Normal value
Tajikistan,2010,0.0,Normal value
Tajikistan,2011,0.0,Normal value
Tajikistan,2012,0.0,Normal value
Thailand,2000,20.0,Normal value
Thailand,2001,18.0,Normal value
Thailand,2002,18.0,Normal value
Thailand,2003,8.0,Normal value
Thailand,2004,17.0,Normal value
Thailand,2005,8.0,Normal value
Thailand,2006,8.0,Normal value
Thailand,2007,8.0,Normal value
Thailand,2008,6.0,Normal value
Thailand,2009,6.0,Normal value
Thailand,2010,6.0,Normal value
Thailand,2011,6.0,Normal value
Thailand,2012,6.0,Normal value
Thailand,2013,13.0,Normal value
Thailand,2014,13.0,Normal value
Thailand,2015,13.0,Normal value
Thailand,2016,13.0,Normal value
Mexico,2006,60.0,Normal value
Mexico,2007,60.0,Normal value
Mexico,2008,60.0,Normal value
Mexico,2009,60.0,Normal value
Mexico,2010,70.0,Normal value
Mexico,2011,70.0,Normal value
Mexico,2012,80.0,Normal value
Mexico,2013,80.0,Normal value
Mexico,2014,60.0,Normal value
Mexico,2015,60.0,Normal value
Mexico,2016,50.0,Normal value
Mexico,2017,50.0,Normal value
Mexico,2018,50.0,Normal value
Mexico,2019,50.0,Normal value
Mexico,2020,0.0,Normal value
Mexico,2021,0.0,Normal value
Mexico,2022,0.0,Normal value
Mexico,2023,50.0,Normal value
Mexico,2024,50.0,Normal value
Mexico,2025,50.0,Normal value
Thailand,2017,13.0,Normal value
Thailand,2018,13.0,Normal value
Thailand,2019,13.0,Normal value
Thailand,2020,13.0,Normal value
Thailand,2021,13.0,Normal value
Thailand,2022,13.0,Normal value
Thailand,2023,13.0,Normal value
Thailand,2024,13.0,Normal value
Thailand,2025,13.0,Normal value
Togo,2000,25.0,Normal value
Mongolia,2000,11.0,Normal value
Mongolia,2001,13.0,Normal value
Mongolia,2002,19.0,Normal value
Mongolia,2003,20.0,Normal value
Mongolia,2004,20.0,Normal value
Mongolia,2005,17.0,Normal value
Mongolia,2006,17.0,Normal value
Mongolia,2007,13.0,Normal value
Mongolia,2008,13.0,Normal value
Mongolia,2009,13.0,Normal value
Mongolia,2010,13.0,Normal value
Mongolia,2011,13.0,Normal value
Mongolia,2012,0.0,Normal value
Mongolia,2013,0.0,Normal value
Mongolia,2014,0.0,Normal value
Mongolia,2015,0.0,Normal value
Mongolia,2016,0.0,Normal value
Mongolia,2017,31.0,Normal value
Mongolia,2018,31.0,Normal value
Mongolia,2019,27.0,Normal value
Mongolia,2020,27.0,Normal value
Togo,2001,25.0,Normal value
Togo,2002,25.0,Normal value
Togo,2003,25.0,Normal value
Togo,2004,25.0,Normal value
Togo,2005,25.0,Normal value
Mongolia,2021,27.0,Normal value
Mongolia,2022,28.0,Normal value
Mongolia,2023,28.0,Normal value
Mongolia,2024,28.0,Normal value
Mongolia,2025,28.0,Normal value
Moldova,2000,43.0,Normal value
Moldova,2001,43.0,Normal value
Moldova,2002,70.0,Normal value
Moldova,2003,70.0,Normal value
Moldova,2004,83.0,Normal value
Tonga,2001,100.0,Normal value
Tonga,2002,100.0,Normal value
Tonga,2003,100.0,Normal value
Tonga,2004,100.0,Normal value
Tonga,2005,100.0,Normal value
Tonga,2006,100.0,Normal value
Tonga,2007,100.0,Normal value
Tonga,2008,100.0,Normal value
Tonga,2009,100.0,Normal value
Tonga,2010,100.0,Normal value
United Arab Emirates,2008,0.0,Normal value
United Arab Emirates,2009,0.0,Normal value
United Arab Emirates,2010,0.0,Normal value
United Arab Emirates,2011,0.0,Normal value
United Arab Emirates,2012,0.0,Normal value
Moldova,2005,83.0,Normal value
Moldova,2006,83.0,Normal value
Moldova,2007,83.0,Normal value
Moldova,2008,83.0,Normal value
Moldova,2009,83.0,Normal value
Moldova,2010,80.0,Normal value
Moldova,2011,80.0,Normal value
United Arab Emirates,2013,0.0,Normal value
United Arab Emirates,2014,0.0,Normal value
United Arab Emirates,2015,0.0,Normal value
United Arab Emirates,2016,0.0,Normal value
United Arab Emirates,2017,0.0,Normal value
Moldova,2024,75.0,Normal value
Tunisia,2000,0.0,Normal value
Tunisia,2001,50.0,Normal value
Tunisia,2002,50.0,Normal value
Tunisia,2003,50.0,Normal value
Tunisia,2004,33.0,Normal value
Tunisia,2005,33.0,Normal value
Tunisia,2006,33.0,Normal value
Moldova,2025,75.0,Normal value
Montenegro,2008,50.0,Normal value
Tunisia,2007,33.0,Normal value
Tunisia,2008,33.0,Normal value
Tunisia,2009,25.0,Normal value
Tunisia,2010,20.0,Normal value
Tunisia,2011,20.0,Normal value
Tunisia,2012,20.0,Normal value
Tunisia,2013,20.0,Normal value
Tunisia,2014,20.0,Normal value
Tunisia,2015,20.0,Normal value
Tunisia,2016,20.0,Normal value
Tunisia,2017,20.0,Normal value
Tunisia,2018,20.0,Normal value
Tunisia,2019,33.0,Normal value
Tunisia,2020,17.0,Normal value
Tunisia,2021,17.0,Normal value
Tunisia,2022,20.0,Normal value
Tunisia,2023,20.0,Normal value
Tunisia,2024,20.0,Normal value
Tunisia,2025,20.0,Normal value
Turkiye,2000,33.0,Normal value
Turkiye,2001,33.0,Normal value
Turkiye,2002,33.0,Normal value
Montenegro,2009,67.0,Normal value
Montenegro,2010,100.0,Normal value
Montenegro,2011,89.0,Normal value
Montenegro,2012,80.0,Normal value
Montenegro,2013,80.0,Normal value
Montenegro,2014,80.0,Normal value
Montenegro,2015,80.0,Normal value
Montenegro,2016,82.0,Normal value
Montenegro,2017,83.0,Normal value
Montenegro,2018,83.0,Normal value
Turkiye,2003,50.0,Normal value
Turkiye,2004,44.0,Normal value
Turkiye,2005,44.0,Normal value
Turkiye,2006,44.0,Normal value
Turkiye,2007,44.0,Normal value
Turkiye,2008,0.0,Normal value
Turkiye,2009,0.0,Normal value
Turkiye,2010,0.0,Normal value
Turkiye,2011,25.0,Normal value
Turkiye,2012,32.0,Normal value
Turkiye,2013,43.0,Normal value
Turkiye,2014,43.0,Normal value
Turkiye,2015,43.0,Normal value
Turkiye,2016,43.0,Normal value
Turkiye,2017,43.0,Normal value
Turkiye,2018,43.0,Normal value
Turkiye,2019,43.0,Normal value
Turkiye,2020,43.0,Normal value
Turkiye,2021,42.0,Normal value
Turkiye,2022,53.0,Normal value
Turkiye,2023,25.0,Normal value
Turkiye,2024,28.0,Normal value
Turkiye,2025,28.0,Normal value
Turkmenistan,2004,0.0,Normal value
Turkmenistan,2005,0.0,Normal value
Turkmenistan,2006,0.0,Normal value
Turkmenistan,2007,0.0,Normal value
Turkmenistan,2008,0.0,Normal value
Turkmenistan,2009,0.0,Normal value
Turkmenistan,2010,0.0,Normal value
Turkmenistan,2011,0.0,Normal value
Turkmenistan,2012,0.0,Normal value
Turkmenistan,2013,0.0,Normal value
Montenegro,2019,83.0,Normal value
Montenegro,2020,83.0,Normal value
Montenegro,2021,92.0,Normal value
Montenegro,2022,92.0,Normal value
Montenegro,2023,92.0,Normal value
Montenegro,2024,92.0,Normal value
Montenegro,2025,92.0,Normal value
Morocco,2000,9.0,Normal value
Morocco,2001,9.0,Normal value
Morocco,2002,9.0,Normal value
Tuvalu,2002,0.0,Normal value
Tuvalu,2003,0.0,Normal value
Morocco,2003,0.0,Normal value
Morocco,2004,0.0,Normal value
Morocco,2005,0.0,Normal value
Morocco,2006,0.0,Normal value
Morocco,2007,0.0,Normal value
Morocco,2008,0.0,Normal value
Morocco,2009,0.0,Normal value
Morocco,2010,0.0,Normal value
Morocco,2011,0.0,Normal value
Morocco,2012,0.0,Normal value
Tuvalu,2004,0.0,Normal value
Tuvalu,2005,0.0,Normal value
Tuvalu,2006,0.0,Normal value
Tuvalu,2007,0.0,Normal value
Tuvalu,2008,0.0,Normal value
Tuvalu,2009,0.0,Normal value
Tuvalu,2010,0.0,Normal value
Tuvalu,2011,0.0,Normal value
Uganda,2000,0.0,Normal value
Uganda,2002,0.0,Normal value
Uganda,2003,0.0,Normal value
Uganda,2004,0.0,Normal value
Uganda,2005,0.0,Normal value
Uganda,2006,0.0,Normal value
Uganda,2007,0.0,Normal value
Uganda,2008,0.0,Normal value
Uganda,2009,0.0,Normal value
Uganda,2010,0.0,Normal value
Uganda,2011,0.0,Normal value
Ukraine,2000,86.0,Normal value
Ukraine,2001,33.0,Normal value
Ukraine,2002,36.0,Normal value
Ukraine,2003,61.0,Normal value
Ukraine,2004,59.0,Normal value
Ukraine,2005,53.0,Normal value
Ukraine,2006,50.0,Normal value
Ukraine,2007,46.0,Normal value
Ukraine,2008,53.0,Normal value
Ukraine,2009,51.0,Normal value
Ukraine,2010,54.0,Normal value
Ukraine,2011,54.0,Normal value
Ukraine,2012,56.0,Normal value
Ukraine,2013,57.0,Normal value
Ukraine,2014,62.0,Normal value
Ukraine,2015,64.0,Normal value
Ukraine,2016,63.0,Normal value
Ukraine,2017,71.0,Normal value
Ukraine,2018,74.0,Normal value
Ukraine,2019,71.0,Normal value
Ukraine,2020,73.0,Normal value
Ukraine,2021,77.0,Normal value
Ukraine,2022,78.0,Normal value
Ukraine,2023,78.0,Normal value
Ukraine,2024,78.0,Normal value
Ukraine,2025,78.0,Normal value
North Macedonia,2000,33.0,Normal value
North Macedonia,2001,33.0,Normal value
Morocco,2013,0.0,Normal value
Morocco,2014,0.0,Normal value
Morocco,2017,100.0,Normal value
Morocco,2018,25.0,Normal value
Morocco,2019,38.0,Normal value
Morocco,2020,38.0,Normal value
Morocco,2021,42.0,Normal value
Morocco,2022,42.0,Normal value
North Macedonia,2002,33.0,Normal value
North Macedonia,2003,33.0,Normal value
North Macedonia,2004,33.0,Normal value
North Macedonia,2005,33.0,Normal value
North Macedonia,2006,33.0,Normal value
North Macedonia,2007,33.0,Normal value
North Macedonia,2008,33.0,Normal value
North Macedonia,2009,33.0,Normal value
North Macedonia,2010,33.0,Normal value
North Macedonia,2011,33.0,Normal value
North Macedonia,2012,50.0,Normal value
"Egypt, Arab Rep.",2000,6.0,Normal value
"Egypt, Arab Rep.",2001,6.0,Normal value
"Egypt, Arab Rep.",2002,4.0,Normal value
"Egypt, Arab Rep.",2003,100.0,Normal value
"Egypt, Arab Rep.",2004,100.0,Normal value
"Egypt, Arab Rep.",2005,100.0,Normal value
"Egypt, Arab Rep.",2006,100.0,Normal value
"Egypt, Arab Rep.",2007,100.0,Normal value
"Egypt, Arab Rep.",2008,100.0,Normal value
"Egypt, Arab Rep.",2009,100.0,Normal value
"Egypt, Arab Rep.",2010,100.0,Normal value
"Egypt, Arab Rep.",2011,100.0,Normal value
"Egypt, Arab Rep.",2012,100.0,Normal value
United Kingdom,2000,87.0,Normal value
United Kingdom,2001,87.0,Normal value
United Kingdom,2002,88.0,Normal value
United Kingdom,2003,88.0,Normal value
United Kingdom,2004,88.0,Normal value
United Kingdom,2005,88.0,Normal value
United Kingdom,2006,89.0,Normal value
United Kingdom,2007,90.0,Normal value
United Kingdom,2008,91.0,Normal value
United Kingdom,2009,91.0,Normal value
United Kingdom,2010,91.0,Normal value
United Kingdom,2011,91.0,Normal value
United Kingdom,2012,88.0,Normal value
United Kingdom,2013,88.0,Normal value
United Kingdom,2014,88.0,Normal value
United Kingdom,2015,87.0,Normal value
United Kingdom,2016,88.0,Normal value
United Kingdom,2017,88.0,Normal value
United Kingdom,2018,88.0,Normal value
United Kingdom,2019,88.0,Normal value
United Kingdom,2020,88.0,Normal value
United Kingdom,2021,87.0,Normal value
United Kingdom,2022,88.0,Normal value
United Kingdom,2023,87.0,Normal value
United Kingdom,2024,88.0,Normal value
United Kingdom,2025,89.0,Normal value
Tanzania,2000,75.0,Normal value
Tanzania,2001,89.0,Normal value
Tanzania,2002,89.0,Normal value
Tanzania,2003,89.0,Normal value
Tanzania,2004,100.0,Normal value
Morocco,2023,42.0,Normal value
Morocco,2024,42.0,Normal value
Morocco,2025,42.0,Normal value
Mozambique,2000,33.0,Normal value
Mozambique,2001,33.0,Normal value
Mozambique,2002,50.0,Normal value
Mozambique,2003,50.0,Normal value
Mozambique,2004,50.0,Normal value
Mozambique,2005,50.0,Normal value
Mozambique,2006,50.0,Normal value
Mozambique,2007,50.0,Normal value
Tanzania,2005,100.0,Normal value
Tanzania,2006,100.0,Normal value
Tanzania,2007,100.0,Normal value
Tanzania,2008,37.0,Normal value
Tanzania,2009,37.0,Normal value
Tanzania,2010,37.0,Normal value
Tanzania,2011,24.0,Normal value
Tanzania,2012,24.0,Normal value
Tanzania,2013,7.0,Normal value
Tanzania,2014,7.0,Normal value
Tanzania,2015,7.0,Normal value
Tanzania,2016,7.0,Normal value
Tanzania,2017,7.0,Normal value
Tanzania,2018,18.0,Normal value
Tanzania,2019,18.0,Normal value
Tanzania,2020,18.0,Normal value
Tanzania,2021,18.0,Normal value
Tanzania,2022,18.0,Normal value
Tanzania,2023,19.0,Normal value
Tanzania,2024,19.0,Normal value
Mozambique,2008,50.0,Normal value
Mozambique,2009,50.0,Normal value
Mozambique,2010,33.0,Normal value
Mozambique,2011,33.0,Normal value
Mozambique,2012,0.0,Normal value
Mozambique,2013,0.0,Normal value
Mozambique,2014,0.0,Normal value
Mozambique,2015,0.0,Normal value
Mozambique,2016,0.0,Normal value
Mozambique,2017,0.0,Normal value
Mozambique,2018,0.0,Normal value
Mozambique,2019,0.0,Normal value
Mozambique,2020,0.0,Normal value
Mozambique,2021,0.0,Normal value
Mozambique,2022,0.0,Normal value
Mozambique,2023,0.0,Normal value
Mozambique,2024,0.0,Normal value
Mozambique,2025,0.0,Normal value
Oman,2013,0.0,Normal value
Oman,2014,0.0,Normal value
Oman,2015,0.0,Normal value
Oman,2016,0.0,Normal value
Oman,2017,0.0,Normal value
Oman,2018,0.0,Normal value
Oman,2019,0.0,Normal value
Oman,2020,0.0,Normal value
Oman,2021,0.0,Normal value
Oman,2022,0.0,Normal value
Oman,2023,0.0,Normal value
Oman,2024,0.0,Normal value
Oman,2025,0.0,Normal value
Tanzania,2025,19.0,Normal value
United States,2000,85.0,Normal value
United States,2001,82.0,Normal value
United States,2002,85.0,Normal value
United States,2003,86.0,Normal value
United States,2004,93.0,Normal value
United States,2005,93.0,Normal value
United States,2006,94.0,Normal value
United States,2007,94.0,Normal value
United States,2008,94.0,Normal value
United States,2009,94.0,Normal value
United States,2010,96.0,Normal value
United States,2011,96.0,Normal value
United States,2012,96.0,Normal value
United States,2013,95.0,Normal value
United States,2014,94.0,Normal value
United States,2015,92.0,Normal value
United States,2016,92.0,Normal value
United States,2017,90.0,Normal value
United States,2018,91.0,Normal value
United States,2019,91.0,Normal value
United States,2020,89.0,Normal value
United States,2021,88.0,Normal value
United States,2022,90.0,Normal value
United States,2023,90.0,Normal value
United States,2024,88.0,Normal value
United States,2025,89.0,Normal value
Burkina Faso,2000,40.0,Normal value
Burkina Faso,2001,40.0,Normal value
Burkina Faso,2002,40.0,Normal value
Burkina Faso,2003,40.0,Normal value
Uruguay,2000,50.0,Normal value
Uruguay,2001,50.0,Normal value
Uruguay,2002,50.0,Normal value
Uruguay,2003,50.0,Normal value
Uruguay,2004,67.0,Normal value
Uruguay,2005,67.0,Normal value
Uruguay,2006,67.0,Normal value
Uruguay,2007,67.0,Normal value
Uruguay,2008,67.0,Normal value
Uruguay,2009,67.0,Normal value
Uruguay,2010,67.0,Normal value
Uruguay,2011,75.0,Normal value
Uruguay,2012,75.0,Normal value
Uruguay,2013,75.0,Normal value
Uruguay,2014,50.0,Normal value
Uruguay,2015,67.0,Normal value
Uruguay,2016,67.0,Normal value
Uruguay,2017,80.0,Normal value
Uruguay,2018,86.0,Normal value
Uruguay,2019,86.0,Normal value
Uruguay,2020,86.0,Normal value
Uruguay,2021,86.0,Normal value
Uruguay,2022,75.0,Normal value
Uruguay,2023,78.0,Normal value
Uruguay,2024,78.0,Normal value
Uruguay,2025,78.0,Normal value
Uzbekistan,2003,0.0,Normal value
Uzbekistan,2004,0.0,Normal value
Uzbekistan,2005,0.0,Normal value
Uzbekistan,2006,0.0,Normal value
Uzbekistan,2007,0.0,Normal value
Uzbekistan,2008,0.0,Normal value
Uzbekistan,2009,0.0,Normal value
Uzbekistan,2010,0.0,Normal value
Uzbekistan,2011,0.0,Normal value
Uzbekistan,2012,0.0,Normal value
Uzbekistan,2024,0.0,Normal value
Uzbekistan,2025,0.0,Normal value
"Yemen, Rep.",2004,50.0,Normal value
"Yemen, Rep.",2005,50.0,Normal value
"Yemen, Rep.",2006,50.0,Normal value
"Yemen, Rep.",2007,50.0,Normal value
"Yemen, Rep.",2008,50.0,Normal value
"Yemen, Rep.",2009,50.0,Normal value
"Yemen, Rep.",2010,50.0,Normal value
"Yemen, Rep.",2011,50.0,Normal value
"Yemen, Rep.",2012,50.0,Normal value
"Yemen, Rep.",2013,50.0,Normal value
"Yemen, Rep.",2019,0.0,Normal value
"Yemen, Rep.",2020,0.0,Normal value
"Yemen, Rep.",2021,6.0,Normal value
"Yemen, Rep.",2022,6.0,Normal value
"Yemen, Rep.",2023,6.0,Normal value
"Yemen, Rep.",2024,6.0,Normal value
"Yemen, Rep.",2025,6.0,Normal value
Zambia,2000,0.0,Normal value
Zambia,2001,0.0,Normal value
Zambia,2002,0.0,Normal value
Zambia,2003,0.0,Normal value
Zambia,2004,0.0,Normal value
Zambia,2005,0.0,Normal value
Zambia,2006,0.0,Normal value
Zambia,2007,0.0,Normal value
Zambia,2008,0.0,Normal value
Namibia,2000,100.0,Normal value
Namibia,2001,100.0,Normal value
Namibia,2002,100.0,Normal value
Namibia,2003,100.0,Normal value
Namibia,2011,100.0,Normal value
Namibia,2012,100.0,Normal value
Namibia,2013,100.0,Normal value
Namibia,2014,63.0,Normal value
Namibia,2015,63.0,Normal value
Namibia,2016,64.0,Normal value
Namibia,2017,64.0,Normal value
Namibia,2018,64.0,Normal value
Namibia,2019,64.0,Normal value
Namibia,2020,64.0,Normal value
Namibia,2021,64.0,Normal value
Namibia,2022,64.0,Normal value
Namibia,2023,64.0,Normal value
Namibia,2024,100.0,Normal value
Namibia,2025,100.0,Normal value
Nepal,2000,0.0,Normal value
Nepal,2001,0.0,Normal value
Nepal,2002,0.0,Normal value
Netherlands,2000,92.0,Normal value
Netherlands,2001,96.0,Normal value
Netherlands,2002,97.0,Normal value
Netherlands,2003,95.0,Normal value
Netherlands,2004,95.0,Normal value
Netherlands,2005,95.0,Normal value
Netherlands,2006,95.0,Normal value
Netherlands,2007,93.0,Normal value
Netherlands,2008,94.0,Normal value
Netherlands,2009,94.0,Normal value
Netherlands,2010,94.0,Normal value
Netherlands,2011,95.0,Normal value
Netherlands,2012,96.0,Normal value
Netherlands,2013,95.0,Normal value
Netherlands,2014,96.0,Normal value
Netherlands,2015,96.0,Normal value
Netherlands,2016,96.0,Normal value
Netherlands,2017,96.0,Normal value
Netherlands,2018,96.0,Normal value
Netherlands,2019,95.0,Normal value
Netherlands,2020,95.0,Normal value
Netherlands,2021,96.0,Normal value
Netherlands,2022,92.0,Normal value
Netherlands,2023,93.0,Normal value
Netherlands,2024,96.0,Normal value
Netherlands,2025,96.0,Normal value
Vanuatu,2000,0.0,Normal value
Vanuatu,2001,0.0,Normal value
Vanuatu,2002,40.0,Normal value
Vanuatu,2003,67.0,Normal value
Vanuatu,2004,67.0,Normal value
Vanuatu,2005,67.0,Normal value
Vanuatu,2006,67.0,Normal value
Vanuatu,2007,67.0,Normal value
Vanuatu,2008,67.0,Normal value
Vanuatu,2009,67.0,Normal value
Vanuatu,2010,67.0,Normal value
Vanuatu,2011,67.0,Normal value
